path_id;WKT;lvl
764;LINESTRING (426284.641071942 5457989.15543204,426283.274213316 5457968.05917238,426287.297053233 5457947.92471956,426300.348465698 5457920.67555756,426314.373587818 5457892.77961412,426322.442976573 5457863.48469447,426326.294524658 5457856.61728382,426331.587344265 5457842.19203468,426333.043581111 5457826.51728078,426331.879738016 5457817.84909928,426334.532925235 5457795.38697504,426339.144196481 5457783.85062988,426339.155055737 5457772.70946381,426336.54796713 5457763.30453422,426329.847374743 5457745.42632835,426330.120983264 5457737.60615917,426333.362786913 5457731.92551528,426338.891323024 5457728.02660881,426362.009686908 5457718.95543859,426373.60508779 5457713.31864652,426396.261567226 5457694.19131121,426407.684351492 5457687.06698693);A
765;LINESTRING (428141.737631555 5454980.29099221,428131.956462323 5454984.95508996);B
766;LINESTRING (428212.140156695 5454969.22110852,428207.196466753 5454970.27514001,428199.83933706 5454972.70601031,428184.741227099 5454977.71733091,428174.43222936 5454981.54322105);B
767;LINESTRING (430635.530323662 5453311.21173282,430639.724207186 5453312.91564067,430641.239263411 5453313.53031627,430643.834638603 5453316.08824542,430645.54359258 5453323.42717705,430648.005813295 5453325.24184483,430656.711240588 5453326.69994408,430663.069672286 5453327.39818907,430667.003814194 5453329.2944018,430673.353701443 5453329.89269958,430679.750184123 5453333.6147182);C
768;LINESTRING (424296.146368371 5459196.09436577,424317.469009809 5459175.61997017,424342.666981396 5459161.34115182,424363.310983135 5459158.66652484);A
769;LINESTRING (424246.24378753 5459463.10193018,424243.584951738 5459427.45797994);B
770;LINESTRING (424229.379067511 5459051.1674803,424233.025967253 5459055.56478222,424240.436156065 5459058.55372009,424261.588405152 5459060.00794881,424281.512791106 5459070.55219531,424323.077508628 5459094.24134034);C
771;LINESTRING (424507.519994168 5459586.37421107,424511.592578246 5459588.44199084);B
772;LINESTRING (424035.53034269 5459195.46418611,424043.814162773 5459201.14268318,424050.284419245 5459214.02906816,424057.164428529 5459220.77215714);A
773;LINESTRING (423946.038818017 5459105.8154364,423888.926850011 5459004.34507551,423882.310546319 5458999.34420773);A
774;LINESTRING (424097.450435689 5459437.92420186,424099.976113656 5459430.13944141,424099.739063911 5459424.56101677,424098.382651614 5459419.04252336,424096.612404499 5459418.32199874,424091.081602101 5459423.40188389,424086.039150138 5459432.76693409,424078.518780212 5459436.5178002,424072.289960304 5459440.56216715,424069.206363014 5459445.34142026,424057.922660264 5459454.15893319,424045.829711946 5459458.62903401,424038.573526527 5459459.38531576);B
775;LINESTRING (420375.803326828 5452559.21650929,420394.443171199 5452536.1754677,420400.181881785 5452512.95395505,420412.243760064 5452487.29499678,420434.53236425 5452471.27306239,420444.773768802 5452463.27516833,420453.287747272 5452440.55847621);C
776;LINESTRING (426434.629919818 5449128.71000403,426436.579274884 5449138.26825467,426436.45641993 5449147.08696128,426435.559674545 5449157.98405474,426433.845359701 5449166.04568677,426430.693152708 5449182.67672233,426412.820545385 5449187.84072124,426392.661074661 5449196.92681986,426374.896157144 5449209.60569805,426371.640103517 5449218.98881462,426382.879048046 5449223.49748195,426377.570667142 5449234.72032784,426379.8236277 5449247.91029956,426390.842218332 5449255.02368212,426395.561212973 5449258.06279444,426396.24112934 5449270.23973496,426400.029355491 5449281.07431229,426405.038045422 5449286.71132466,426406.928808664 5449291.87849145,426414.528487873 5449296.18005741,426417.574726709 5449310.39349056,426426.802815699 5449319.8657439,426436.090217946 5449328.87023858,426435.454870808 5449345.15638286,426441.509537222 5449370.21483286,426424.205281387 5449391.71561198,426427.238401447 5449413.69002827,426424.914652035 5449419.2136335,426416.09413452 5449428.25958259,426408.083896129 5449435.77148104,426398.47089611 5449440.58071898,426389.811511279 5449443.1312814,426384.539312483 5449443.40179488);C
777;LINESTRING (425635.570995633 5447827.70397151,425649.341890798 5447848.37694211,425657.361423506 5447863.09001965,425668.85410006 5447874.82099534,425677.3169526 5447893.23063352,425679.503687485 5447910.54624857,425678.679423176 5447921.86500514,425678.574601118 5447928.69325997,425682.989820644 5447937.20625326,425688.675675604 5447952.92924898,425694.361349976 5447968.641134,425702.858668943 5447975.55367463,425715.101267672 5447984.5394576,425723.456201196 5447994.9563163,425721.673581813 5448007.64444231,425722.696544582 5448014.86890177,425728.693959988 5448039.6716672,425727.413678218 5448060.43627844,425735.979712837 5448071.38400671,425756.911493062 5448088.03596275,425775.93292595 5448110.60657385,425786.128520349 5448133.79630717,425798.765103021 5448145.55662532,425805.387885159 5448155.65222161,425817.047004154 5448161.39942611,425835.423881205 5448164.25444468,425852.850269699 5448184.24499329,425867.654292916 5448202.19164863,425887.59881716 5448215.41057381,425901.850035044 5448231.28555971,425923.464945141 5448253.29924889,425945.618246658 5448276.33982469,425963.03028886 5448294.77429166,425973.127089562 5448311.22778742,425979.657449108 5448332.39897868,425991.900908055 5448353.49352759,426010.885596204 5448373.46364817,426014.380445746 5448377.54178553,426024.094430825 5448388.84146032,426040.449946842 5448406.2562966);A
778;LINESTRING (425421.404135317 5448259.94143377,425411.649852639 5448285.12364068,425402.031393 5448306.86836641,425385.393791199 5448315.6547425,425368.486504616 5448321.74298466,425362.826847891 5448335.47326889,425380.009151642 5448345.94808847,425415.263370566 5448355.62265664,425440.36463271 5448367.4582604,425488.119339847 5448398.79026329,425519.690072188 5448437.4459779,425533.67314937 5448455.01368579,425540.563406074 5448475.73479334,425542.586753802 5448512.24337622,425547.953941671 5448532.9850513,425541.672922148 5448557.93114161,425549.061668337 5448563.75765263,425564.067814544 5448556.17234745,425574.24356017 5448556.81334725,425588.58721471 5448547.65820021,425603.411731345 5448545.51247509,425615.372805137 5448562.88527904,425642.223527257 5448582.41452435,425669.289325253 5448617.91849719,425721.64306502 5448673.34018187,425728.157505656 5448692.74344983,425731.112560279 5448708.69227597,425734.915377842 5448729.68867423,425744.723635646 5448732.29181056,425762.229743434 5448725.81860362,425779.442033916 5448726.75442514,425805.44337094 5448741.2146462,425854.787786503 5448776.8090107,425876.881011286 5448791.71124877,425894.863673112 5448820.7116439,425906.777399681 5448863.42507397,425928.273820053 5448891.98921818,425944.574088194 5448912.42876926,425975.526206053 5448946.71454204,426006.782369425 5448974.35857426,426018.559731831 5448992.32396539,426024.692445893 5449012.71112104,426024.360488136 5449031.42824458,426024.842764455 5449032.61147034,426028.105267571 5449033.52391482,426039.574616018 5449029.0783018,426015.766487634 5449061.16358126,425993.370929778 5449081.73333992,425978.802148495 5449103.37671755,425961.852542127 5449121.91664058,425943.68833494 5449137.37082627,425925.946826083 5449155.53234698,425901.46641928 5449166.77971814,425878.526323975 5449176.0496161,425857.995340114 5449189.96817529,425830.270658093 5449221.13963692,425819.148465993 5449237.26673479,425815.05428871 5449252.53212566,425801.963862529 5449267.51827962,425772.571038363 5449276.48630124,425755.814858444 5449280.61450764,425746.033914996 5449279.9678882,425733.405304099 5449285.39706565,425721.425174697 5449295.68751091,425717.076796307 5449306.66460454,425712.318622481 5449315.89047415,425704.207147061 5449323.40477551,425698.460172964 5449332.25482652,425687.193683828 5449337.08759155,425681.942880225 5449339.49326963,425675.382211104 5449345.81925687,425666.908354791 5449355.0952484,425658.770117161 5449360.07492535,425652.238424796 5449368.546453,425632.93421315 5449386.34087784,425617.676999002 5449400.00023474,425592.248245802 5449413.20758101,425583.208038913 5449424.23698048,425577.261435423 5449432.31155335,425566.418161091 5449439.86293542,425557.110353328 5449445.63686164,425547.469102075 5449455.3179592,425538.027301124 5449465.19651746,425531.115553909 5449474.64065354,425522.668415297 5449485.86228569,425515.07460504 5449502.53167383,425509.826819432 5449519.16938259,425501.219878312 5449533.11728477,425495.36558721 5449548.00645316,425482.613688194 5449573.90737421,425474.106440044 5449594.68084353,425462.91843556 5449620.36054458,425467.965083157 5449631.98917835,425466.742965353 5449642.92423829,425468.525060997 5449644.84591914,425499.137748093 5449638.97296242,425522.527185193 5449634.56533032,425532.029309455 5449629.17786504,425539.040680188 5449627.12629597,425559.559350279 5449627.04939664,425575.432753266 5449629.94836041,425590.671460852 5449629.55368872,425599.743208739 5449635.46871913,425602.341039213 5449639.52533938,425601.197024306 5449641.68667813,425595.369112971 5449644.50050619,425593.826286143 5449646.26695573,425601.837758005 5449645.96984025,425610.424120004 5449645.07569123,425638.670303499 5449652.28875626,425669.817048487 5449657.91736932,425681.593831346 5449661.26101226,425697.034403164 5449661.25306519,425708.588746416 5449663.23216664,425723.596514234 5449660.30591586,425733.665209132 5449659.10290622);A
779;LINESTRING (425069.283195775 5447391.05287421,425090.493176903 5447434.83925238,425098.899492239 5447453.72692158,425108.201258924 5447478.43974342,425118.333002608 5447502.00721373,425126.626606268 5447514.21414031,425130.285533391 5447527.07325148,425127.139429284 5447542.33737996,425138.057060687 5447549.16064391,425150.699213027 5447554.6818902,425160.761055592 5447558.07002393,425167.976835209 5447569.29094956,425177.536668349 5447594.25611012,425187.03848658 5447615.48620501,425191.080410244 5447637.79101688,425196.561905642 5447656.59617623,425206.359019486 5447680.80209826,425217.576121453 5447699.52953134,425228.150852948 5447730.02922723,425227.36208265 5447747.12928838,425218.369916141 5447766.16398943,425215.719302502 5447777.11843534,425225.23983723 5447802.45112166,425204.690268608 5447797.52612775,425219.79544202 5447814.33292255,425220.017369341 5447836.62282067,425216.487122159 5447885.39262529,425218.268197833 5447913.54316283,425214.885411041 5447925.86401394,425217.138007342 5447933.95010117,425225.999057696 5447937.53251356,425236.364271276 5447938.08140037,425240.314690881 5447940.75194026,425242.197865904 5447950.08833238,425244.742280616 5447957.6590176,425256.83988239 5447969.87017754,425278.004379223 5447988.49632569,425289.800901977 5447993.01752288,425303.246667925 5448004.14313382,425308.904354918 5448017.709126,425313.669458948 5448023.49302935,425325.225371976 5448039.32522959,425329.296947761 5448050.95582705,425333.372052288 5448063.38692275,425333.178928437 5448078.19958553,425340.004499127 5448091.36064848,425348.381059223 5448103.33327309,425360.874696008 5448130.84968009,425375.094484857 5448141.57583233,425385.146332083 5448162.09833159,425410.341814062 5448203.47480636,425425.21098641 5448233.68330236,425426.389833907 5448248.09937964,425421.404135317 5448259.94143377);C
780;LINESTRING (421662.777593643 5450336.04483445,421661.580729538 5450344.111907);C
781;LINESTRING (421661.580729538 5450344.111907,421651.640131931 5450361.887707);B
782;LINESTRING (422555.088464809 5451849.5324386,422550.920525289 5451852.53751581,422546.109406213 5451856.94149419);B
783;LINESTRING (414535.235321302 5450501.67662265,414541.490044798 5450500.46773372,414557.335811836 5450501.28956382,414574.940238372 5450502.28433347,414585.404175884 5450502.81158852,414598.210447474 5450503.09131049,414606.100405539 5450501.61253947,414611.333575861 5450498.89621781,414618.239843465 5450496.94345441,414637.630577606 5450487.19180758,414653.647098406 5450480.21668213,414665.371804318 5450473.69721067,414671.249168762 5450468.34683493,414683.561329585 5450462.11853026,414690.345787541 5450458.41090442,414702.752407298 5450451.69193562,414711.061047966 5450445.7146672,414718.696711701 5450440.03692262,414726.756303668 5450436.79886397,414733.321441316 5450431.62694593,414741.385523755 5450428.67793996,414750.676393873 5450423.07471635,414763.979552528 5450411.18270107,414771.049495761 5450407.08159081,414781.08197814 5450398.54259674,414786.466824293 5450392.89974366,414793.694319355 5450386.26104324,414802.513774924 5450375.60594603,414810.148255251 5450369.83939827,414816.695515299 5450363.50034125,414819.713808487 5450356.5375436,414824.274103068 5450347.98311235,414830.270130936 5450337.56071264,414839.489035941 5450321.15086687,414842.858772874 5450317.59625832,414845.92365826 5450313.6460684,414849.637087403 5450310.6421171);C
784;LINESTRING (421761.329456872 5455456.38510876,421778.984218126 5455434.53003674,421798.802587788 5455372.81617164,421795.684476965 5455345.99706781,421796.432920007 5455330.01960916,421824.173657128 5455262.26690489,421829.894233156 5455252.44545648,421832.385778892 5455235.664927,421822.61526103 5455207.38363532,421822.252812868 5455195.70276126,421829.522259597 5455191.90802881,421835.619768095 5455188.11882871,421842.506714253 5455177.89167129,421862.592490498 5455107.71278312,421864.399701104 5455083.73690997,421863.084293706 5455073.63733626,421866.829772807 5455062.09829644,421891.236246798 5455020.85643649,421897.821802289 5455017.07150603,421899.781094396 5455003.80104127,421903.210944947 5454997.71479271,421904.6027819 5454986.00903358,421918.28650603 5454959.14057333,421924.156056885 5454932.58311394,421918.009703339 5454912.42269071,421900.899346308 5454889.68254709,421872.9210195 5454872.16691917,421857.963937854 5454864.20678187,421846.363806022 5454844.51301215,421849.767014954 5454837.05948061,421862.949416902 5454830.25658736,421877.364454564 5454827.7170283,421893.873718048 5454835.26603411,421903.579213393 5454831.23671182,421909.759843124 5454826.08991682,421916.82330948 5454801.06105558,421915.369826719 5454781.22323918,421920.554568609 5454761.29127163,421911.868968507 5454754.59855192,421910.592068364 5454747.21144824,421906.844093372 5454744.74061248,421900.762304715 5454742.49190869,421892.149817419 5454727.61463969,421888.741272843 5454720.84708805,421882.086428581 5454719.7740239,421867.529127641 5454719.49137036,421864.053365161 5454718.76237386,421861.472054354 5454715.39661345,421855.927310065 5454712.00620332);A
785;LINESTRING (420172.282600367 5457199.81006783,420169.61124087 5457228.34702221,420168.467970641 5457250.35714432,420166.680094727 5457257.03229811,420149.360270514 5457285.07025598,420129.053203997 5457305.32381624,420106.186339973 5457316.16341595,420084.794400306 5457335.35435345,420070.545579563 5457352.84043187,420057.267883992 5457368.54450216,420051.001139128 5457378.46485103,420040.152302292 5457406.06444266,420038.945527301 5457413.15372297,420036.128833585 5457445.15092045,420032.787625343 5457463.59046196,420033.056265198 5457475.06145353,420032.027827862 5457484.90567756,420033.269886248 5457496.76280491,420033.223854663 5457521.12539374,420033.633620325 5457535.29627284,420033.729782603 5457541.91073189,420034.864649475 5457552.40177088,420030.585190318 5457573.86823212,420029.566942252 5457590.91748005,420028.811116642 5457599.49016755,420022.589149596 5457614.46909508,420017.825127695 5457629.12661454,420017.347873649 5457643.34375172,420015.730076008 5457649.68292074);A
